Total Volume, Total Energy, Total Energy (Particle) 
1.697600, 21100.138198, 16133.034091
1.697200, 20848.721021, 15964.824721
1.706800, 20986.675024, 15799.364405
1.712000, 21060.795772, 15638.005290
1.707200, 20771.303808, 15477.131452
1.711600, 20814.937045, 15320.650685
1.714800, 20991.104580, 15167.107005
1.715200, 21015.846530, 15015.340719
1.716800, 21023.353728, 14870.007041
1.722000, 20939.232612, 14730.516912
1.720400, 20760.585477, 14595.527883
1.725200, 20803.374833, 14464.880181
1.733200, 20790.530470, 14337.721135
1.735600, 20807.247567, 14215.356940
1.740400, 20706.328466, 14096.570582
1.742400, 20715.179308, 13984.023946
1.741600, 20394.253255, 13876.604123
1.743200, 20332.241592, 13773.043207
1.744800, 20157.221762, 13675.646479
1.742800, 19998.288851, 13586.194694
1.739600, 19645.115187, 13505.595354
1.745600, 19644.813334, 13435.354305
1.744800, 19465.562207, 13374.376518
1.746800, 19285.518145, 13323.699514
1.744000, 18960.535237, 13279.925278
1.755600, 19087.960738, 13245.143020
1.750800, 19175.930347, 13213.848413
1.752000, 18477.157907, 13190.507878
1.754800, 18812.060718, 13172.711684
1.760000, 18325.565308, 13159.671427
1.759600, 17996.832432, 13154.760306
1.758000, 17439.396911, 13156.034049
1.762000, 17159.879981, 13159.220035
1.762400, 16887.025565, 13164.838848
1.766800, 16875.597659, 13171.622043
1.760000, 16487.671040, 13179.027502
1.763600, 16369.024093, 13186.949497
1.773600, 16280.931377, 13196.370671
1.765600, 15848.859401, 13204.219610
1.770800, 15748.625695, 13213.895185
1.763200, 15484.925075, 13224.969917
1.778800, 15708.525435, 13239.550592
1.775600, 15561.793886, 13254.653332
1.776400, 15644.263556, 13266.247739
1.785200, 15290.716533, 13282.557773
1.786000, 15292.700137, 13302.437305
1.774800, 14920.289304, 13322.318373
1.780000, 15566.103565, 13342.038694
1.772000, 14876.799702, 13359.796365
1.771600, 16039.565495, 13373.913226
1.784800, 17903.715450, 13384.741021
1.786000, 20764.095681, 13388.579267
1.767200, 25204.086782, 13371.542838
1.759600, 22105.241021, 13395.478182
1.767600, 34609.578536, 13418.041319
1.770000, 28742.875277, 13459.634092
1.775200, 46188.622197, 13500.600341
1.772000, 49267.304262, 13538.504199
1.771200, 37908.765836, 13570.790976
1.765200, 36846.413231, 13579.862626
1.778000, 34235.525267, 13625.265831
1.786400, 33580.586758, 13688.406681
